well_name,route,production_method,asset_type,date,check_type
well 15,route 1,esp,well/pad,2023-03-15,"check, validate"
well 16,route 1,comp,well/pad,2023-03-15,check
well 17,route 1,esp,well/pad,2023-03-15,"check, validate"
well 18,route 1,esp,well/pad,2023-03-15,"check, validate"
well 2,route 1,rod-lift,well/pad,2023-03-15,"check, validate"
well 23,route 1,comp,well/pad,2023-03-15,check
well 27,route 1,comp,well/pad,2023-03-15,check
well 28,route 1,gas-lift,well/pad,2023-03-15,"check, validate"
well 29,route 1,rod-lift,well/pad,2023-03-15,"check, validate"
well 3,route 1,esp,well/pad,2023-03-15,"check, validate"
well 31,route 1,esp,well/pad,2023-03-15,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-15,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-03-15,"check, validate"
well 35,route 1,esp,well/pad,2023-03-15,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-15,"check, validate"
well 37,route 1,comp,well/pad,2023-03-15,check
well 38,route 1,esp,well/pad,2023-03-15,"check, validate"
well 4,route 1,rod-lift,well/pad,2023-03-15,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-15,"check, validate"
well 44,route 1,comp,well/pad,2023-03-15,check
well 45,route 1,plunger,well/pad,2023-03-15,"check, validate"
well 46,route 1,comp,well/pad,2023-03-15,check
well 48,route 1,gas-lift,well/pad,2023-03-15,"check, validate"
well 5,route 1,esp,well/pad,2023-03-15,"check, validate"
well 7,route 1,esp,well/pad,2023-03-15,"check, validate"
well 9,route 1,plunger,well/pad,2023-03-15,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-03-16,check
asset 3,route 1,,ip_pad,2023-03-16,check
asset 4,route 1,,tank_battery,2023-03-16,check
asset 5,route 1,,tank_battery,2023-03-16,check
asset 9,route 1,,tank_battery,2023-03-16,check
asset 2,route 1,,ip_mp_fm,2023-03-17,check
asset 3,route 1,,ip_pad,2023-03-17,check
asset 4,route 1,,tank_battery,2023-03-17,check
asset 5,route 1,,tank_battery,2023-03-17,check
asset 9,route 1,,tank_battery,2023-03-17,check
asset 2,route 1,,ip_mp_fm,2023-03-18,check
asset 3,route 1,,ip_pad,2023-03-18,check
asset 4,route 1,,tank_battery,2023-03-18,"check, validate"
asset 5,route 1,,tank_battery,2023-03-18,"check, validate"
asset 9,route 1,,tank_battery,2023-03-18,"check, validate"
well 0,route 1,comp,well/pad,2023-03-18,check
well 16,route 1,comp,well/pad,2023-03-18,check
well 2,route 1,rod-lift,well/pad,2023-03-18,"check, validate"
well 23,route 1,comp,well/pad,2023-03-18,check
well 27,route 1,comp,well/pad,2023-03-18,check
well 29,route 1,rod-lift,well/pad,2023-03-18,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-18,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-18,"check, validate"
well 37,route 1,comp,well/pad,2023-03-18,check
well 4,route 1,rod-lift,well/pad,2023-03-18,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-18,"check, validate"
well 44,route 1,comp,well/pad,2023-03-18,check
well 46,route 1,comp,well/pad,2023-03-18,check
asset 2,route 1,,ip_mp_fm,2023-03-19,check
asset 3,route 1,,ip_pad,2023-03-19,check
asset 4,route 1,,tank_battery,2023-03-19,check
asset 5,route 1,,tank_battery,2023-03-19,check
asset 9,route 1,,tank_battery,2023-03-19,check
asset 2,route 1,,ip_mp_fm,2023-03-20,check
asset 3,route 1,,ip_pad,2023-03-20,check
asset 4,route 1,,tank_battery,2023-03-20,check
asset 5,route 1,,tank_battery,2023-03-20,check
asset 9,route 1,,tank_battery,2023-03-20,check
well 13,route 1,esp,well/pad,2023-03-20,"check, validate"
well 14,route 1,plunger,well/pad,2023-03-20,"check, validate"
well 15,route 1,esp,well/pad,2023-03-20,"check, validate"
well 17,route 1,esp,well/pad,2023-03-20,"check, validate"
well 18,route 1,esp,well/pad,2023-03-20,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-03-20,"check, validate"
well 3,route 1,esp,well/pad,2023-03-20,"check, validate"
well 31,route 1,esp,well/pad,2023-03-20,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-03-20,"check, validate"
well 35,route 1,esp,well/pad,2023-03-20,"check, validate"
well 38,route 1,esp,well/pad,2023-03-20,"check, validate"
well 45,route 1,plunger,well/pad,2023-03-20,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-03-20,"check, validate"
well 5,route 1,esp,well/pad,2023-03-20,"check, validate"
well 7,route 1,esp,well/pad,2023-03-20,"check, validate"
well 9,route 1,plunger,well/pad,2023-03-20,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-03-21,check
asset 3,route 1,,ip_pad,2023-03-21,check
asset 4,route 1,,tank_battery,2023-03-21,check
asset 5,route 1,,tank_battery,2023-03-21,check
asset 9,route 1,,tank_battery,2023-03-21,check
well 0,route 1,comp,well/pad,2023-03-21,check
well 16,route 1,comp,well/pad,2023-03-21,check
well 2,route 1,rod-lift,well/pad,2023-03-21,"check, validate"
well 23,route 1,comp,well/pad,2023-03-21,check
well 27,route 1,comp,well/pad,2023-03-21,check
well 29,route 1,rod-lift,well/pad,2023-03-21,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-21,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-21,"check, validate"
well 37,route 1,comp,well/pad,2023-03-21,check
well 4,route 1,rod-lift,well/pad,2023-03-21,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-21,"check, validate"
well 44,route 1,comp,well/pad,2023-03-21,check
well 46,route 1,comp,well/pad,2023-03-21,check
asset 2,route 1,,ip_mp_fm,2023-03-22,check
asset 3,route 1,,ip_pad,2023-03-22,check
asset 4,route 1,,tank_battery,2023-03-22,check
asset 5,route 1,,tank_battery,2023-03-22,check
asset 9,route 1,,tank_battery,2023-03-22,check
asset 2,route 1,,ip_mp_fm,2023-03-23,check
asset 3,route 1,,ip_pad,2023-03-23,check
asset 4,route 1,,tank_battery,2023-03-23,check
asset 5,route 1,,tank_battery,2023-03-23,check
asset 9,route 1,,tank_battery,2023-03-23,check
asset 2,route 1,,ip_mp_fm,2023-03-24,check
asset 3,route 1,,ip_pad,2023-03-24,check
asset 4,route 1,,tank_battery,2023-03-24,check
asset 5,route 1,,tank_battery,2023-03-24,check
asset 9,route 1,,tank_battery,2023-03-24,check
well 0,route 1,comp,well/pad,2023-03-24,check
well 16,route 1,comp,well/pad,2023-03-24,check
well 2,route 1,rod-lift,well/pad,2023-03-24,"check, validate"
well 23,route 1,comp,well/pad,2023-03-24,check
well 27,route 1,comp,well/pad,2023-03-24,check
well 29,route 1,rod-lift,well/pad,2023-03-24,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-24,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-24,"check, validate"
well 37,route 1,comp,well/pad,2023-03-24,check
well 4,route 1,rod-lift,well/pad,2023-03-24,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-24,"check, validate"
well 44,route 1,comp,well/pad,2023-03-24,check
well 46,route 1,comp,well/pad,2023-03-24,check
asset 2,route 1,,ip_mp_fm,2023-03-25,check
asset 3,route 1,,ip_pad,2023-03-25,check
asset 4,route 1,,tank_battery,2023-03-25,check
asset 5,route 1,,tank_battery,2023-03-25,check
asset 9,route 1,,tank_battery,2023-03-25,check
well 13,route 1,esp,well/pad,2023-03-25,"check, validate"
well 14,route 1,plunger,well/pad,2023-03-25,"check, validate"
well 15,route 1,esp,well/pad,2023-03-25,"check, validate"
well 17,route 1,esp,well/pad,2023-03-25,"check, validate"
well 18,route 1,esp,well/pad,2023-03-25,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-03-25,"check, validate"
well 3,route 1,esp,well/pad,2023-03-25,"check, validate"
well 31,route 1,esp,well/pad,2023-03-25,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-03-25,"check, validate"
well 35,route 1,esp,well/pad,2023-03-25,"check, validate"
well 38,route 1,esp,well/pad,2023-03-25,"check, validate"
well 45,route 1,plunger,well/pad,2023-03-25,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-03-25,"check, validate"
well 5,route 1,esp,well/pad,2023-03-25,"check, validate"
well 7,route 1,esp,well/pad,2023-03-25,"check, validate"
well 9,route 1,plunger,well/pad,2023-03-25,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-03-26,check
asset 3,route 1,,ip_pad,2023-03-26,check
asset 4,route 1,,tank_battery,2023-03-26,check
asset 5,route 1,,tank_battery,2023-03-26,check
asset 9,route 1,,tank_battery,2023-03-26,check
asset 2,route 1,,ip_mp_fm,2023-03-27,check
asset 3,route 1,,ip_pad,2023-03-27,check
asset 4,route 1,,tank_battery,2023-03-27,check
asset 5,route 1,,tank_battery,2023-03-27,check
asset 9,route 1,,tank_battery,2023-03-27,check
well 0,route 1,comp,well/pad,2023-03-27,check
well 16,route 1,comp,well/pad,2023-03-27,check
well 2,route 1,rod-lift,well/pad,2023-03-27,"check, validate"
well 23,route 1,comp,well/pad,2023-03-27,check
well 27,route 1,comp,well/pad,2023-03-27,check
well 29,route 1,rod-lift,well/pad,2023-03-27,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-27,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-27,"check, validate"
well 37,route 1,comp,well/pad,2023-03-27,check
well 4,route 1,rod-lift,well/pad,2023-03-27,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-27,"check, validate"
well 44,route 1,comp,well/pad,2023-03-27,check
well 46,route 1,comp,well/pad,2023-03-27,check
asset 2,route 1,,ip_mp_fm,2023-03-28,check
asset 3,route 1,,ip_pad,2023-03-28,check
asset 4,route 1,,tank_battery,2023-03-28,check
asset 5,route 1,,tank_battery,2023-03-28,check
asset 9,route 1,,tank_battery,2023-03-28,check
asset 2,route 1,,ip_mp_fm,2023-03-29,check
asset 3,route 1,,ip_pad,2023-03-29,check
asset 4,route 1,,tank_battery,2023-03-29,check
asset 5,route 1,,tank_battery,2023-03-29,check
asset 9,route 1,,tank_battery,2023-03-29,check
asset 2,route 1,,ip_mp_fm,2023-03-30,"check, validate"
asset 3,route 1,,ip_pad,2023-03-30,"check, validate, calibrate"
asset 4,route 1,,tank_battery,2023-03-30,"check, calibrate"
asset 5,route 1,,tank_battery,2023-03-30,"check, calibrate"
asset 9,route 1,,tank_battery,2023-03-30,"check, calibrate"
well 0,route 1,comp,well/pad,2023-03-30,"check, validate"
well 13,route 1,esp,well/pad,2023-03-30,"check, validate"
well 14,route 1,plunger,well/pad,2023-03-30,"check, validate"
well 15,route 1,esp,well/pad,2023-03-30,"check, validate"
well 16,route 1,comp,well/pad,2023-03-30,"check, validate"
well 17,route 1,esp,well/pad,2023-03-30,"check, validate"
well 18,route 1,esp,well/pad,2023-03-30,"check, validate"
well 2,route 1,rod-lift,well/pad,2023-03-30,"check, validate"
well 23,route 1,comp,well/pad,2023-03-30,"check, validate"
well 27,route 1,comp,well/pad,2023-03-30,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-03-30,"check, validate"
well 29,route 1,rod-lift,well/pad,2023-03-30,"check, validate"
well 3,route 1,esp,well/pad,2023-03-30,"check, validate"
well 31,route 1,esp,well/pad,2023-03-30,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-30,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-03-30,"check, validate"
well 35,route 1,esp,well/pad,2023-03-30,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-30,"check, validate"
well 37,route 1,comp,well/pad,2023-03-30,"check, validate"
well 38,route 1,esp,well/pad,2023-03-30,"check, validate"
well 4,route 1,rod-lift,well/pad,2023-03-30,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-30,"check, validate"
well 44,route 1,comp,well/pad,2023-03-30,"check, validate"
well 45,route 1,plunger,well/pad,2023-03-30,"check, validate"
well 46,route 1,comp,well/pad,2023-03-30,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-03-30,"check, validate"
well 5,route 1,esp,well/pad,2023-03-30,"check, validate"
well 7,route 1,esp,well/pad,2023-03-30,"check, validate"
well 9,route 1,plunger,well/pad,2023-03-30,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-03-31,check
asset 3,route 1,,ip_pad,2023-03-31,check
asset 4,route 1,,tank_battery,2023-03-31,check
asset 5,route 1,,tank_battery,2023-03-31,check
asset 9,route 1,,tank_battery,2023-03-31,check
asset 2,route 1,,ip_mp_fm,2023-04-01,check
asset 3,route 1,,ip_pad,2023-04-01,check
asset 4,route 1,,tank_battery,2023-04-01,"check, validate"
asset 5,route 1,,tank_battery,2023-04-01,"check, validate"
asset 9,route 1,,tank_battery,2023-04-01,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-04-02,check
asset 3,route 1,,ip_pad,2023-04-02,check
asset 4,route 1,,tank_battery,2023-04-02,check
asset 5,route 1,,tank_battery,2023-04-02,check
asset 9,route 1,,tank_battery,2023-04-02,check
well 0,route 1,comp,well/pad,2023-04-02,check
well 16,route 1,comp,well/pad,2023-04-02,check
well 2,route 1,rod-lift,well/pad,2023-04-02,"check, validate"
well 23,route 1,comp,well/pad,2023-04-02,check
well 27,route 1,comp,well/pad,2023-04-02,check
well 29,route 1,rod-lift,well/pad,2023-04-02,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-04-02,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-04-02,"check, validate"
well 37,route 1,comp,well/pad,2023-04-02,check
well 4,route 1,rod-lift,well/pad,2023-04-02,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-04-02,"check, validate"
well 44,route 1,comp,well/pad,2023-04-02,check
well 46,route 1,comp,well/pad,2023-04-02,check
asset 2,route 1,,ip_mp_fm,2023-04-03,check
asset 3,route 1,,ip_pad,2023-04-03,check
asset 4,route 1,,tank_battery,2023-04-03,check
asset 5,route 1,,tank_battery,2023-04-03,check
asset 9,route 1,,tank_battery,2023-04-03,check
asset 2,route 1,,ip_mp_fm,2023-04-04,check
asset 3,route 1,,ip_pad,2023-04-04,check
asset 4,route 1,,tank_battery,2023-04-04,check
asset 5,route 1,,tank_battery,2023-04-04,check
asset 9,route 1,,tank_battery,2023-04-04,check
well 13,route 1,esp,well/pad,2023-04-04,"check, validate"
well 14,route 1,plunger,well/pad,2023-04-04,"check, validate"
well 15,route 1,esp,well/pad,2023-04-04,"check, validate"
well 17,route 1,esp,well/pad,2023-04-04,"check, validate"
well 18,route 1,esp,well/pad,2023-04-04,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-04-04,"check, validate"
well 3,route 1,esp,well/pad,2023-04-04,"check, validate"
well 31,route 1,esp,well/pad,2023-04-04,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-04-04,"check, validate"
well 35,route 1,esp,well/pad,2023-04-04,"check, validate"
well 38,route 1,esp,well/pad,2023-04-04,"check, validate"
well 45,route 1,plunger,well/pad,2023-04-04,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-04-04,"check, validate"
well 5,route 1,esp,well/pad,2023-04-04,"check, validate"
well 7,route 1,esp,well/pad,2023-04-04,"check, validate"
well 9,route 1,plunger,well/pad,2023-04-04,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-04-05,check
asset 3,route 1,,ip_pad,2023-04-05,check
asset 4,route 1,,tank_battery,2023-04-05,check
asset 5,route 1,,tank_battery,2023-04-05,check
asset 9,route 1,,tank_battery,2023-04-05,check
well 0,route 1,comp,well/pad,2023-04-05,check
well 16,route 1,comp,well/pad,2023-04-05,check
well 2,route 1,rod-lift,well/pad,2023-04-05,"check, validate"
well 23,route 1,comp,well/pad,2023-04-05,check
well 27,route 1,comp,well/pad,2023-04-05,check
well 29,route 1,rod-lift,well/pad,2023-04-05,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-04-05,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-04-05,"check, validate"
well 37,route 1,comp,well/pad,2023-04-05,check
well 4,route 1,rod-lift,well/pad,2023-04-05,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-04-05,"check, validate"
well 44,route 1,comp,well/pad,2023-04-05,check
well 46,route 1,comp,well/pad,2023-04-05,check
asset 2,route 1,,ip_mp_fm,2023-04-06,check
asset 3,route 1,,ip_pad,2023-04-06,check
asset 4,route 1,,tank_battery,2023-04-06,check
asset 5,route 1,,tank_battery,2023-04-06,check
asset 9,route 1,,tank_battery,2023-04-06,check
asset 2,route 1,,ip_mp_fm,2023-04-07,check
asset 3,route 1,,ip_pad,2023-04-07,check
asset 4,route 1,,tank_battery,2023-04-07,check
asset 5,route 1,,tank_battery,2023-04-07,check
asset 9,route 1,,tank_battery,2023-04-07,check
asset 2,route 1,,ip_mp_fm,2023-04-08,check
asset 3,route 1,,ip_pad,2023-04-08,check
asset 4,route 1,,tank_battery,2023-04-08,check
asset 5,route 1,,tank_battery,2023-04-08,check
asset 9,route 1,,tank_battery,2023-04-08,check
well 0,route 1,comp,well/pad,2023-04-08,check
well 16,route 1,comp,well/pad,2023-04-08,check
well 2,route 1,rod-lift,well/pad,2023-04-08,"check, validate"
well 23,route 1,comp,well/pad,2023-04-08,check
well 27,route 1,comp,well/pad,2023-04-08,check
well 29,route 1,rod-lift,well/pad,2023-04-08,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-04-08,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-04-08,"check, validate"
well 37,route 1,comp,well/pad,2023-04-08,check
well 4,route 1,rod-lift,well/pad,2023-04-08,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-04-08,"check, validate"
well 44,route 1,comp,well/pad,2023-04-08,check
well 46,route 1,comp,well/pad,2023-04-08,check
asset 2,route 1,,ip_mp_fm,2023-04-09,check
asset 3,route 1,,ip_pad,2023-04-09,check
asset 4,route 1,,tank_battery,2023-04-09,check
asset 5,route 1,,tank_battery,2023-04-09,check
asset 9,route 1,,tank_battery,2023-04-09,check
well 13,route 1,esp,well/pad,2023-04-09,"check, validate"
well 14,route 1,plunger,well/pad,2023-04-09,"check, validate"
well 15,route 1,esp,well/pad,2023-04-09,"check, validate"
well 17,route 1,esp,well/pad,2023-04-09,"check, validate"
well 18,route 1,esp,well/pad,2023-04-09,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-04-09,"check, validate"
well 3,route 1,esp,well/pad,2023-04-09,"check, validate"
well 31,route 1,esp,well/pad,2023-04-09,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-04-09,"check, validate"
well 35,route 1,esp,well/pad,2023-04-09,"check, validate"
well 38,route 1,esp,well/pad,2023-04-09,"check, validate"
well 45,route 1,plunger,well/pad,2023-04-09,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-04-09,"check, validate"
well 5,route 1,esp,well/pad,2023-04-09,"check, validate"
well 7,route 1,esp,well/pad,2023-04-09,"check, validate"
well 9,route 1,plunger,well/pad,2023-04-09,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-04-10,check
asset 3,route 1,,ip_pad,2023-04-10,check
asset 4,route 1,,tank_battery,2023-04-10,check
asset 5,route 1,,tank_battery,2023-04-10,check
asset 9,route 1,,tank_battery,2023-04-10,check
asset 2,route 1,,ip_mp_fm,2023-04-11,check
asset 3,route 1,,ip_pad,2023-04-11,check
asset 4,route 1,,tank_battery,2023-04-11,check
asset 5,route 1,,tank_battery,2023-04-11,check
asset 9,route 1,,tank_battery,2023-04-11,check
well 0,route 1,comp,well/pad,2023-04-11,check
well 16,route 1,comp,well/pad,2023-04-11,check
well 2,route 1,rod-lift,well/pad,2023-04-11,"check, validate"
well 23,route 1,comp,well/pad,2023-04-11,check
well 27,route 1,comp,well/pad,2023-04-11,check
well 29,route 1,rod-lift,well/pad,2023-04-11,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-04-11,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-04-11,"check, validate"
well 37,route 1,comp,well/pad,2023-04-11,check
well 4,route 1,rod-lift,well/pad,2023-04-11,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-04-11,"check, validate"
well 44,route 1,comp,well/pad,2023-04-11,check
well 46,route 1,comp,well/pad,2023-04-11,check
asset 2,route 1,,ip_mp_fm,2023-04-12,check
asset 3,route 1,,ip_pad,2023-04-12,check
asset 4,route 1,,tank_battery,2023-04-12,check
asset 5,route 1,,tank_battery,2023-04-12,check
asset 9,route 1,,tank_battery,2023-04-12,check
